"name" , "web_page" , "domain" , "country"
"Fachhochschule Merseburg" , "http://www.fh-merseburg.de/" , "fh-merseburg.de" , "Germany" 
"Fachhochschule München" , "http://www.fh-muenchen.de/" , "fh-muenchen.de" , "Germany" 
"Fachhochschule Münster" , "http://www.fh-muenster.de/" , "fh-muenster.de" , "Germany" 
"Fachhochschule Neubrandenburg" , "http://www.fh-nb.de/" , "fh-nb.de" , "Germany" 
"Fachhochschule Neu-Ulm" , "http://www.fh-neu-ulm.de/" , "fh-neu-ulm.de" , "Germany" 
"Fachhochschule Niederrhein" , "http://www.fh-niederrhein.de/" , "fh-niederrhein.de" , "Germany" 
"Fachhochschule Nordhausen" , "http://www.fh-nordhausen.de/" , "fh-nordhausen.de" , "Germany" 
"Fachhochschule Nordhessen" , "http://www.diploma.de/" , "diploma.de" , "Germany" 
"Fachhochschule Nordostniedersachsen" , "http://www.fhnon.de/" , "fhnon.de" , "Germany" 
"Fachhochschule Nürtingen, Hochschule für Wirtschaft, Landwirtschaft und Landespflege" , "http://www.fh-nuertingen.de/" , "fh-nuertingen.de" , "Germany" 
"Fachhochschule Offenburg, Hochschule für Technik und Wirtschaft" , "http://www.fh-offenburg.de/" , "fh-offenburg.de" , "Germany" 
"Fachhochschule Oldenburg/Ostfriesland/Wilhelmshaven" , "http://www.fh-oow.de/" , "fh-oow.de" , "Germany" 
"Fachhochschule Osnabrück" , "http://www.fh-osnabrueck.de/" , "fh-osnabrueck.de" , "Germany" 
"Fachhochschule Pforzheim, Hochschule für Gestaltung, Technik und Wirtschaft" , "http://www.fh-pforzheim.de/" , "fh-pforzheim.de" , "Germany" 
"Fachhochschule Potsdam" , "http://www.fh-potsdam.de/" , "fh-potsdam.de" , "Germany" 
"Fachhochschule Ravensburg-Weingarten" , "http://www.fh-weingarten.de/" , "fh-weingarten.de" , "Germany" 
"Fachhochschule Regensburg" , "http://www.fh-regensburg.de/" , "fh-regensburg.de" , "Germany" 
"Fachhochschule Reutlingen, Hochschule für Technik und Wirtschaft" , "http://www.fh-reutlingen.de/" , "fh-reutlingen.de" , "Germany" 
"Fachhochschule Rosenheim, Hochschule für Technik und Wirtschaft" , "http://www.fh-rosenheim.de/" , "fh-rosenheim.de" , "Germany" 
"Fachhochschule Rottenburg, Hochschule für Forstwirtschaft" , "http://www.fh-rottenburg.de/" , "fh-rottenburg.de" , "Germany" 
"Fachhochschule Schmalkalden" , "http://www.fh-schmalkalden.de/" , "fh-schmalkalden.de" , "Germany" 
"Fachhochschule Schwäbisch Gmünd, Hochschule für Gestaltung" , "http://www.hfg-gmuend.de/" , "hfg-gmuend.de" , "Germany" 
"Fachhochschule Schwäbisch Hall, Hochschule für Gestaltung" , "http://www.fh-schwaebischhall.de/" , "fh-schwaebischhall.de" , "Germany" 
"Fachhochschule Stralsund" , "http://www.fh-stralsund.de/" , "fh-stralsund.de" , "Germany" 
"Fachhochschule Stuttgart, Hochschule der Medien" , "http://www.hdm-stuttgart.de/" , "hdm-stuttgart.de" , "Germany" 
"Fachhochschule Stuttgart, Hochschule für Technik" , "http://www.fht-stuttgart.de/" , "fht-stuttgart.de" , "Germany" 
"Fachhochschule Trier, Hochschule für Technik, Wirtschaft und Gestaltung" , "http://www.fh-trier.de/" , "fh-trier.de" , "Germany" 
"Fachhochschule Ulm, Hochschule für Technik" , "http://www.fh-ulm.de/" , "fh-ulm.de" , "Germany" 
"Fachhochschule und Berufskollegs NTA, Prof.Dr. Grübler gemein. GmbH" , "http://www.fh-isny.de/" , "fh-isny.de" , "Germany" 
"Fachhochschule Wedel" , "http://www.fh-wedel.de/" , "fh-wedel.de" , "Germany" 
"Fachhochschule Weihenstephan" , "http://www.fh-weihenstephan.de/" , "fh-weihenstephan.de" , "Germany" 
"Fachhochschule Westküste, Hochschule für Wirtschaft und Technik" , "http://www.fh-westkueste.de/" , "fh-westkueste.de" , "Germany" 
"Fachhochschule Wiesbaden" , "http://www.fh-wiesbaden.de/" , "fh-wiesbaden.de" , "Germany" 
"Fachhochschule Worms" , "http://www.fh-worms.de/" , "fh-worms.de" , "Germany" 
"Fachhochschule Würzburg - Schweinfurt" , "http://www.fh-wuerzburg.de/" , "fh-wuerzburg.de" , "Germany" 
"Fern-Fachhochschule Hamburg" , "http://www.fern-fh.de/" , "fern-fh.de" , "Germany" 
"Fernuniversität Gesamthochschule Hagen" , "http://www.fernuni-hagen.de/" , "fernuni-hagen.de" , "Germany" 
"Freie Kunst-Studienstätte Ottersberg" , "http://www.fh-ottersberg.de/" , "fh-ottersberg.de" , "Germany" 
"Freie Universität Berlin" , "http://www.fu-berlin.de/" , "fu-berlin.de" , "Germany" 
"Friedrich-Alexander Universität Erlangen-Nürnberg" , "http://www.uni-erlangen.de/" , "uni-erlangen.de" , "Germany" 
"Friedrich-Schiller Universität Jena" , "http://www.uni-jena.de/" , "uni-jena.de" , "Germany" 
"Georg-August Universität Göttingen" , "http://www.uni-goettingen.de/" , "uni-goettingen.de" , "Germany" 
"Georg-Simon-Ohm-Fachhochschule Nürnberg" , "http://www.fh-nuernberg.de/" , "fh-nuernberg.de" , "Germany" 
"Gustav-Siewerth-Akademie" , "http://www.siewerth-akademie.de/" , "siewerth-akademie.de" , "Germany" 
"Hafencity Universität Hamburg" , "http://www.hcu-hamburg.de/" , "hcu-hamburg.de" , "Germany" 
"Handelshochschule Leipzig" , "http://www.hhl.de/" , "hhl.de" , "Germany" 
"Heinrich-Heine Universität Düsseldorf" , "http://www.uni-duesseldorf.de/" , "uni-duesseldorf.de" , "Germany" 
"Hertie School of Governance" , "http://www.hertie-school.org/" , "hertie-school.org" , "Germany" 
"Hochschule Albstadt-Sigmaringen" , "http://www.hs-albsig.de/" , "hs-albsig.de" , "Germany" 
"Hochschule Anhalt (FH), Hochschule für angewandte Wissenschaften" , "http://www.hs-anhalt.de/" , "hs-anhalt.de" , "Germany" 
"Hochschule Bremen" , "http://www.hs-bremen.de/" , "hs-bremen.de" , "Germany" 
"Hochschule Bremerhaven" , "http://www.hs-bremerhaven.de/" , "hs-bremerhaven.de" , "Germany" 
"Hochschule Coburg" , "http://www.hs-coburg.de/" , "hs-coburg.de" , "Germany" 
"Hochschule Darmstadt" , "http://www.hs-darmstadt.de/" , "hs-darmstadt.de" , "Germany" 
"Hochschule Esslingen" , "http://www.hs-esslingen.de/" , "hs-esslingen.de" , "Germany" 
"Hochschule Fulda" , "http://www.hs-fulda.de/" , "hs-fulda.de" , "Germany" 
"Hochschule für Bankwirtschaft (HfB), Private Fachhochschule der Bankakademie" , "http://www.hfb.de/" , "hfb.de" , "Germany" 
"Hochschule für Berufstätige Rendsburg" , "http://www.akad.de/" , "akad.de" , "Germany" 
"Hochschule für Internationales Management" , "http://www.himh.de/" , "himh.de" , "Germany" 
"Hochschule für Jüdische Studien Heidelberg" , "http://www.hjs.uni-heidelberg.de/" , "hjs.uni-heidelberg.de" , "Germany" 
"Hochschule für Philosophie München" , "http://www.hfph.mwn.de/" , "hfph.mwn.de" , "Germany" 
"Hochschule für Politik (HFP)" , "http://www.hfp.mhn.de/" , "hfp.mhn.de" , "Germany" 
"Hochschule für Technik und Wirtschaft des Saarlandes" , "http://www.htw-saarland.de/" , "htw-saarland.de" , "Germany" 
"Hochschule für Technik und Wirtschaft Dresden (FH)" , "http://www.htw-dresden.de/" , "htw-dresden.de" , "Germany" 
"Hochschule für Technik, Wirtschaft und Kultur Leipzig (FH)" , "http://www.htwk-leipzig.de/" , "htwk-leipzig.de" , "Germany" 
"Hochschule Harz, Hochschule für angewandte Wissenschaften (FH)" , "http://www.hs-harz.de/" , "hs-harz.de" , "Germany" 
"Hochschule Magdeburg-Stendal (FH)" , "http://www.hs-magdeburg.de/" , "hs-magdeburg.de" , "Germany" 
"Hochschule Mittweida (FH)" , "http://www.htwm.de/" , "htwm.de" , "Germany" 
"Hochschule Vechta" , "http://www.uni-vechta.de/" , "uni-vechta.de" , "Germany" 
"Hochschule Wismar, Fachhochschule für Technik, Wirtschaft und Gestaltung" , "http://www.hs-wismar.de/" , "hs-wismar.de" , "Germany" 
"Hochschule Zittau/Görlitz (FH)" , "http://www.hs-zigr.de/" , "hs-zigr.de" , "Germany" 
"Humboldt Universität Berlin" , "http://www.hu-berlin.de/" , "hu-berlin.de" , "Germany" 
"HWP - Hamburger Universität für Wirtschaft und Politik" , "http://www.hwp-hamburg.de/" , "hwp-hamburg.de" , "Germany" 
"Internationale Fachhochschule Aalen" , "http://www.international.fh-aalen.de/" , "international.fh-aalen.de" , "Germany" 
"Internationale Fachhochschule Bad Honnef" , "http://www.fh-bad-honnef.de/" , "fh-bad-honnef.de" , "Germany" 
"Internationales Hochschulinstitut Zittau" , "http://www.ihi-zittau.de/" , "ihi-zittau.de" , "Germany" 
"International School of Management ISM Dortmund" , "http://www.ism-dortmund.de/" , "ism-dortmund.de" , "Germany" 
"International School of New Media, University of Lübeck" , "http://www.isnm.de/" , "isnm.de" , "Germany" 
"International University in Germany" , "http://www.i-u.de/" , "i-u.de" , "Germany" 
"Jacobs University Bremen" , "http://www.jacobs-university.de/" , "jacobs-university.de" , "Germany" 
"Johannes-Gutenberg Universität Mainz" , "http://www.uni-mainz.de/" , "uni-mainz.de" , "Germany" 
"Johann Wolfgang Goethe Universität Frankfurt am Main" , "http://www.uni-frankfurt.de/" , "uni-frankfurt.de" , "Germany" 
"Justus Liebig Universität Gießen" , "http://www.uni-giessen.de/" , "uni-giessen.de" , "Germany" 
"Karlshochschule International University" , "http://www.karlshochschule.de/" , "karlshochschule.de" , "Germany" 
"Katholische Fachhochschule Berlin (KFB)" , "http://www.kfb-berlin.de/" , "kfb-berlin.de" , "Germany" 
"Katholische Fachhochschule Freiburg, Hochschule für Sozialwesen, Religionspädagogik und Pflege" , "http://www.kfh-Freiburg.de/" , "kfh-Freiburg.de" , "Germany" 
"Katholische Fachhochschule Mainz" , "http://www.kfh-mainz.de/" , "kfh-mainz.de" , "Germany" 
"Katholische Fachhochschule Norddeutschland" , "http://www.kath-fh-nord.de/" , "kath-fh-nord.de" , "Germany" 
"Katholische Fachhochschule Nordrhein-Westfalen" , "http://www.kfhnw.de/" , "kfhnw.de" , "Germany" 
"Katholische Hochschule für Soziale Arbeit Saarbrücken" , "http://www.khsa.de/" , "khsa.de" , "Germany" 
"Katholische Stiftungsfachhochschule München" , "http://www.ksfh.de/" , "ksfh.de" , "Germany" 
"Katholische Universität Eichstätt" , "http://www.ku-eichstaett.de/" , "ku-eichstaett.de" , "Germany" 
"Kirchliche Hochschule Bethel" , "http://www.bethel.de/kiho/" , "bethel.de" , "Germany" 
"Kirchliche Hochschule Wuppertal" , "http://www.uni-wuppertal.de/inst/kiho/" , "uni-wuppertal.de" , "Germany" 
"Kunstakademie Düsseldorf." , "http://www.kunstakademie-duesseldorf.de/" , "kunstakademie-duesseldorf.de" , "Germany" 
"Kunsthochschule Berlin-Weissensee, Hochschule für Gestaltung" , "http://www.kh-berlin.de/" , "kh-berlin.de" , "Germany" 
"Ludwig-Maximilians-Universität München" , "http://www.uni-muenchen.de/" , "uni-muenchen.de" , "Germany" 
"Lutherische Theologische Hochschule Oberursel" , "http://www.selk.de/LThH/" , "selk.de" , "Germany" 
"Märkische Fachhochschule Iserlohn" , "http://www.mfh-iserlohn.de/" , "mfh-iserlohn.de" , "Germany" 
"Martin-Luther Universität Halle-Wittenberg" , "http://www.uni-halle.de/" , "uni-halle.de" , "Germany" 
"Medizinische Hochschule Hannover" , "http://www.mh-hannover.de/" , "mh-hannover.de" , "Germany" 
"Medizinische Universität Lübeck" , "http://www.mu-luebeck.de/" , "mu-luebeck.de" , "Germany" 
"Merkur Internationale FH Karlsruhe" , "http://www.merkur-fh.org/" , "merkur-fh.org" , "Germany" 
"Merz Akademie, Hochschule für Gestaltung Stuttgart" , "http://www.merz-akademie.de/" , "merz-akademie.de" , "Germany" 
"Muthesius-Hochschule, Fachhochschule für Kunst und Gestaltung" , "http://www.muthesius.de/" , "muthesius.de" , "Germany" 
"Nordakademie, Staatlich anerkannte private Fachhochschule mit dualen Studiengängen" , "http://www.nordakademie.de/" , "nordakademie.de" , "Germany" 
"Otto-Friedrich Universität Bamberg" , "http://www.uni-bamberg.de/" , "uni-bamberg.de" , "Germany" 
"Otto-von-Guericke Universität Magdeburg" , "http://www.uni-magdeburg.de/" , "uni-magdeburg.de" , "Germany" 
"Pädagogische Hochschule Erfurt/Mühlhausen" , "http://www.ph-erfurt.de/" , "ph-erfurt.de" , "Germany" 
"Pädagogische Hochschule Freiburg" , "http://www.ph-freiburg.de/" , "ph-freiburg.de" , "Germany" 
"Pädagogische Hochschule Heidelberg" , "http://www.ph-heidelberg.de/" , "ph-heidelberg.de" , "Germany" 
"Pädagogische Hochschule Karlsruhe" , "http://www.ph-karlsruhe.de/" , "ph-karlsruhe.de" , "Germany" 
"Pädagogische Hochschule Ludwigsburg" , "http://www.ph-ludwigsburg.de/" , "ph-ludwigsburg.de" , "Germany" 
"Pädagogische Hochschule Schwäbisch Gmünd" , "http://www.ph-gmuend.de/" , "ph-gmuend.de" , "Germany" 
"Pädagogische Hochschule Weingarten" , "http://www.ph-weingarten.de/" , "ph-weingarten.de" , "Germany" 
"Phillips-Universität Marburg" , "http://www.uni-marburg.de/" , "uni-marburg.de" , "Germany" 
"Philosophisch-Theologische Hochschule der Salesianer Don Boscos" , "http://www.pth-bb.de/" , "pth-bb.de" , "Germany" 
"Philosophisch-Theologische Hochschule Münster" , "http://www.pth-muenster.de/" , "pth-muenster.de" , "Germany" 
"Philosophisch-Theologische Hochschule Sankt Georgen" , "http://www.st-georgen.uni-frankfurt.de/" , "st-georgen.uni-frankfurt.de" , "Germany" 
"Philosophisch-Theologische Hochschule SVD Sankt Augustin" , "http://www.philtheol-augustin.de/" , "philtheol-augustin.de" , "Germany" 
"Philosophisch-Theologische Hochschule Vallendar der Gesellschaft des Katholischen Apostolates (Pallottiner)" , "http://www.pthv.de/" , "pthv.de" , "Germany" 
"Philosophisch-Theologisches Studium Erfurt, Staatlich anerkannte Wissenschaftliche Hochschule" , "http://www.uni-erfurt.de/phil-theol/" , "uni-erfurt.de" , "Germany" 
"Popakademie Baden-Württemberg" , "http://www.popakademie.de/" , "popakademie.de" , "Germany" 
"Private Fachhochschule für Wirtschaft und Technik Vechta/Diepholz" , "http://www.fhwt.de/" , "fhwt.de" , "Germany" 
"Private Fachhochschule Göttingen" , "http://www.pfh-goettingen.de/" , "pfh-goettingen.de" , "Germany" 
"Private FernFachhochschule Darmstadt" , "http://www.privatfh-da.de/" , "privatfh-da.de" , "Germany" 
"Private Hanseuniversität" , "http://www.hanseuni.de/" , "hanseuni.de" , "Germany" 
"Private Universität Witten/Herdecke" , "http://www.uni-wh.de/" , "uni-wh.de" , "Germany" 
"Rheinische Fachhochschule Köln" , "http://www.rfh-koeln.de/" , "rfh-koeln.de" , "Germany" 
"Rheinische Friedrich-Wilhelms Universität Bonn" , "http://www.uni-bonn.de/" , "uni-bonn.de" , "Germany" 
"Rheinisch Westfälische Technische Hochschule Aachen" , "http://www.rwth-aachen.de/" , "rwth-aachen.de" , "Germany" 
"Ruhr-Universität Bochum" , "http://www.ruhr-uni-bochum.de/" , "ruhr-uni-bochum.de" , "Germany" 
"Ruprecht-Karls-Universität Heidelberg" , "http://www.uni-heidelberg.de/" , "uni-heidelberg.de" , "Germany" 
"Schiller International University, Heidelberg" , "http://www.siu-heidelberg.de/" , "siu-heidelberg.de" , "Germany" 
"SRH University of Applied Sciences" , "http://www.srh-berlin.de/" , "srh-berlin.de" , "Germany" 
"Staatlich anerkannte Fachhochschule für Kunsttherapie" , "http://www.fhkt.de/" , "fhkt.de" , "Germany" 
"Staatliche Hochschule für Musik" , "http://www.mh-trossingen.de/" , "mh-trossingen.de" , "Germany" 
"Steinbeis-Hochschule-Berlin" , "http://www.stw.de/shb/" , "stw.de" , "Germany" 
"Technische Fachhochschule Berlin" , "http://www.tfh-berlin.de/" , "tfh-berlin.de" , "Germany" 
"Technische Fachhochschule Georg Agricola für Rohstoff, Energie und, Umwelt zu Bochum" , "http://www.tfh-bochum.de/" , "tfh-bochum.de" , "Germany" 
"Technische Fachhochschule Wildau" , "http://www.tfh-wildau.de/" , "tfh-wildau.de" , "Germany" 
"Technische Universität Bergakademie Freiberg" , "http://www.tu-freiberg.de/" , "tu-freiberg.de" , "Germany" 
"Technische Universität Berlin" , "http://www.tu-berlin.de/" , "tu-berlin.de" , "Germany" 
"Technische Universität Carolo-Wilhelmina Braunschweig" , "http://www.tu-bs.de/" , "tu-bs.de" , "Germany" 
"Technische Universität Chemnitz" , "http://www.tu-chemnitz.de/" , "tu-chemnitz.de" , "Germany" 
"Technische Universität Clausthal" , "http://www.tu-clausthal.de/" , "tu-clausthal.de" , "Germany" 
"Technische Universität Darmstadt" , "http://www.tu-darmstadt.de/" , "tu-darmstadt.de" , "Germany" 
"Technische Universität Dresden" , "http://www.tu-dresden.de/" , "tu-dresden.de" , "Germany" 
"Technische Universität Hamburg-Harburg" , "http://www.tu-harburg.de/" , "tu-harburg.de" , "Germany" 
"Technische Universität Ilmenau" , "http://www.tu-ilmenau.de/" , "tu-ilmenau.de" , "Germany" 
"Technische Universität München" , "http://www.tu-muenchen.de/" , "tu-muenchen.de" , "Germany" 
"Theologische Fakultät Paderborn" , "http://www.paderborn.de/theofak/" , "paderborn.de" , "Germany" 
"Theologische Fakultät Trier" , "http://www.uni-trier.de/uni/theo/" , "uni-trier.de" , "Germany" 
"Theologische Hochschule Friedensau" , "http://www.thh-friedensau.de/" , "thh-friedensau.de" , "Germany" 
"Tierärztliche Hochschule Hannover" , "http://www.tiho-hannover.de/" , "tiho-hannover.de" , "Germany" 
"Universität Augsburg" , "http://www.uni-augsburg.de/" , "uni-augsburg.de" , "Germany" 
"Universität Bayreuth" , "http://www.uni-bayreuth.de/" , "uni-bayreuth.de" , "Germany" 
"Universität Bielefeld" , "http://www.uni-bielefeld.de/" , "uni-bielefeld.de" , "Germany" 
"Universität Bremen" , "http://www.uni-bremen.de/" , "uni-bremen.de" , "Germany" 
"Universität der Bundeswehr Hamburg" , "http://www.unibw-hamburg.de/" , "unibw-hamburg.de" , "Germany" 
"Universität der Bundeswehr München" , "http://www.unibw-muenchen.de/" , "unibw-muenchen.de" , "Germany" 
"Universität des Saarlandes" , "http://www.uni-saarland.de/" , "uni-saarland.de" , "Germany" 
"Universität Dortmund" , "http://www.uni-dortmund.de/" , "uni-dortmund.de" , "Germany" 
"Universität Duisburg-Essen" , "http://www.uni-duisburg-essen.de/" , "uni-duisburg-essen.de" , "Germany" 
"Universität Erfurt" , "http://www.uni-erfurt.de/" , "uni-erfurt.de" , "Germany" 
"Universität Flensburg" , "http://www.uni-flensburg.de/" , "uni-flensburg.de" , "Germany" 
"Universität Fridericana Karlsruhe (Technische Hochschule)" , "http://www.uni-karlsruhe.de/" , "uni-karlsruhe.de" , "Germany" 
"Universität Hamburg" , "http://www.uni-hamburg.de/" , "uni-hamburg.de" , "Germany" 
"Universität Hannover" , "http://www.uni-hannover.de/" , "uni-hannover.de" , "Germany" 
"Universität Hildesheim" , "http://www.uni-hildesheim.de/" , "uni-hildesheim.de" , "Germany" 
"Universität Hohenheim" , "http://www.uni-hohenheim.de/" , "uni-hohenheim.de" , "Germany" 
"Universität Kaiserslautern" , "http://www.uni-kl.de/" , "uni-kl.de" , "Germany" 
"Universität Kassel" , "http://www.uni-kassel.de/" , "uni-kassel.de" , "Germany" 
"Universität Koblenz-Landau" , "http://www.uni-koblenz-landau.de/" , "uni-koblenz-landau.de" , "Germany" 
"Universität Köln" , "http://www.uni-koeln.de/" , "uni-koeln.de" , "Germany" 
"Universität Konstanz" , "http://www.uni-konstanz.de/" , "uni-konstanz.de" , "Germany" 
"Universität Leipzig" , "http://www.uni-leipzig.de/" , "uni-leipzig.de" , "Germany" 
"Universität Lüneburg" , "http://www.uni-lueneburg.de/" , "uni-lueneburg.de" , "Germany" 
"Universität Mannheim" , "http://www.uni-mannheim.de/" , "uni-mannheim.de" , "Germany" 
"Universität Osnabrück" , "http://www.uni-osnabrueck.de/" , "uni-osnabrueck.de" , "Germany" 
"Universität Paderborn" , "http://www.uni-paderborn.de/" , "uni-paderborn.de" , "Germany" 
"Universität Passau" , "http://www.uni-passau.de/" , "uni-passau.de" , "Germany" 
"Universität Potsdam" , "http://www.uni-potsdam.de/" , "uni-potsdam.de" , "Germany" 
"Universität Regensburg" , "http://www.uni-regensburg.de/" , "uni-regensburg.de" , "Germany" 
"Universität Rostock" , "http://www.uni-rostock.de/" , "uni-rostock.de" , "Germany" 
"Universität Siegen" , "http://www.uni-siegen.de/" , "uni-siegen.de" , "Germany" 
"Universität Stuttgart" , "http://www.uni-stuttgart.de/" , "uni-stuttgart.de" , "Germany" 
"Universität Trier" , "http://www.uni-trier.de/" , "uni-trier.de" , "Germany" 
"Universität Ulm" , "http://www.uni-ulm.de/" , "uni-ulm.de" , "Germany" 
"Westfälische Wilhelms-Universität Münster" , "http://www.uni-muenster.de/" , "uni-muenster.de" , "Germany" 
"Westsächsische Hochschule Zwickau (FH)" , "http://www.fh-zwickau.de/" , "fh-zwickau.de" , "Germany" 
"Wissenschaftliche Hochschule für Unternehmensführung, Otto-Beisheim Hochschule" , "http://www.whu-koblenz.de/" , "whu-koblenz.de" , "Germany" 
"Accra Polytechnic" , "http://www.accrapolytechnic.edu.gh/" , "accrapolytechnic.edu.gh" , "Ghana" 
"Akrofi-Christaller Institute of Theeology, Mission and  Culture" , "http://www.acighana.org/" , "acighana.org" , "Ghana" 
"All Nations University College" , "http://www.anuc.edu.gh/" , "anuc.edu.gh" , "Ghana" 
"Ashesi University" , "http://www.ashesi.edu.gh/" , "ashesi.edu.gh" , "Ghana" 
"Cape Coast Polytechnic" , "http://www.cpoly.edu.gh/" , "cpoly.edu.gh" , "Ghana" 
"Central University College" , "http://www.central.edu.gh/" , "central.edu.gh" , "Ghana" 
"Ghana Christian University College" , "http://www.ghanacu.org/" , "ghanacu.org" , "Ghana" 
"Ghana Institute of Management and Public Administration (GIMPA)" , "http://www.gimpa.edu.gh/" , "gimpa.edu.gh" , "Ghana" 
"Ghana Telecom University College" , "http://www.gtuc.edu.gh/" , "gtuc.edu.gh" , "Ghana" 
"Ho Polytechnic" , "http://www.hopoly.edu.gh/" , "hopoly.edu.gh" , "Ghana" 
"Islamic University College" , "http://www.iug.edu.gh/" , "iug.edu.gh" , "Ghana" 
"Koforidua Polytechnic" , "http://www.koforiduapoly.edu.gh/" , "koforiduapoly.edu.gh" , "Ghana" 
"Kumasi Polytechnic" , "http://www.kpoly.edu.gh/" , "kpoly.edu.gh" , "Ghana" 
"Kwame Nkrumah University of Science and Technology" , "http://www.knust.edu.gh/" , "knust.edu.gh" , "Ghana" 
"Pan African Christian University College" , "http://www.pacuc.edu.gh/" , "pacuc.edu.gh" , "Ghana" 
"Prempeh College" , "http://www.prempeh-college.com/" , "prempeh-college.com" , "Ghana" 
"Presbyterian University College" , "http://www.presbyuniversity.edu.gh/" , "presbyuniversity.edu.gh" , "Ghana" 
"Regent University College of Science and Technology" , "http://www.regentghana.net/" , "regentghana.net" , "Ghana" 
"Takoradi Polytechnic" , "http://www.tpoly.edu.gh/" , "tpoly.edu.gh" , "Ghana" 
"Trinity Theological Seminary" , "http://www.trinity.edu.gh/" , "trinity.edu.gh" , "Ghana" 
"University for Development Studies" , "http://www.uds.edu.gh/" , "uds.edu.gh" , "Ghana" 
"University of Cape Coast" , "http://www.ucc.edu.gh/" , "ucc.edu.gh" , "Ghana" 
"University of Education, Winneba" , "http://www.uew.edu.gh/" , "uew.edu.gh" , "Ghana" 
"University of Ghana" , "http://www.ug.edu.gh/" , "ug.edu.gh" , "Ghana" 
"Valley View University" , "http://www.vvu.edu.gh/" , "vvu.edu.gh" , "Ghana" 
"Aegean University" , "http://www.aegean.gr/" , "aegean.gr" , "Greece" 
"Agricultural University of Athens" , "http://www.aua.gr/" , "aua.gr" , "Greece" 
"American College of Greece" , "http://www.acg.gr/" , "acg.gr" , "Greece" 
"American College of Thessaloniki" , "http://www.act.edu/" , "act.edu" , "Greece" 
"Aristotle University of Thessaloniki" , "http://www.auth.gr/" , "auth.gr" , "Greece" 
"Athens Graduate School of Management (AGSM)" , "http://www.agsm.gr/" , "agsm.gr" , "Greece" 
"Athens Laboratory of Business Administration (ALBA)" , "http://www.alba.edu.gr/" , "alba.edu.gr" , "Greece" 
"Athens School of Fine Arts" , "http://www.asfa.gr/" , "asfa.gr" , "Greece" 
"Athens University of Economics and Business" , "http://www.aueb.gr/" , "aueb.gr" , "Greece" 
"City University Athens" , "http://www.cityu.gr/" , "cityu.gr" , "Greece" 
"DEI Bachelor &amp; Master Degrees" , "http://www.dei.edu.gr/" , "dei.edu.gr" , "Greece" 
"Dimocritus University of Thrace" , "http://www.duth.gr/" , "duth.gr" , "Greece" 
"European University, Athens Campus" , "http://www.euruni.edu/" , "euruni.edu" , "Greece" 
"Harokopio University" , "http://www.forthnet.gr/harokopio/" , "forthnet.gr" , "Greece" 
"Hellenic Army Academy" , "http://www.sse.gr/" , "sse.gr" , "Greece" 
"Hellenic Open University" , "http://www.eap.gr/" , "eap.gr" , "Greece" 
"Institute of Management Development - Ohrid" , "http://www.imd.edu.gr/" , "imd.edu.gr" , "Greece" 
"Institute of Management &amp; Enteurpreneurship of South East Europe" , "http://www.imese.gr/" , "imese.gr" , "Greece" 
"International Hellenic University" , "http://www.ihu.edu.gr/" , "ihu.edu.gr" , "Greece" 
"Ionian University Corfu" , "http://www.uion.edu.gr/" , "uion.edu.gr" , "Greece" 
"National Technical University of Athens" , "http://www.ntua.gr/" , "ntua.gr" , "Greece" 
"Panteios University of Economics and Political Sciences Athens" , "http://www.panteion.gr/" , "panteion.gr" , "Greece" 
"Technical University of Crete" , "http://www.tuc.gr/" , "tuc.gr" , "Greece" 
"Technological Education Institute of Athens" , "http://www.teiath.gr/" , "teiath.gr" , "Greece" 
"Technological Education Institute of Epiros" , "http://www.teiep.gr/" , "teiep.gr" , "Greece" 
"Technological Education Institute of Halkida, Euboea" , "http://www.teihal.gr/" , "teihal.gr" , "Greece" 
"Technological Education Institute of Heraklion" , "http://www.teiher.gr/" , "teiher.gr" , "Greece" 
"Technological Education Institute of Kalamata" , "http://www.teikal.gr/" , "teikal.gr" , "Greece" 
"Technological Education Institute of Kavala" , "http://www.teikav.edu.gr/" , "teikav.edu.gr" , "Greece" 
"Technological Education Institute of Kozani" , "http://www.teikoz.gr/" , "teikoz.gr" , "Greece" 
"Technological Education Institute of Lamia" , "http://www.teilam.gr/" , "teilam.gr" , "Greece" 
"Technological Education Institute of Larissa" , "http://www.teilar.gr/" , "teilar.gr" , "Greece" 
"Technological Education Institute of Mesologgi" , "http://www.teimes.gr/" , "teimes.gr" , "Greece" 
"Technological Education Institute of Patras" , "http://www.teipat.gr/" , "teipat.gr" , "Greece" 
"Technological Education Institute of Piraeus" , "http://www.teipir.gr/" , "teipir.gr" , "Greece" 
"Technological Education Institute of Serres" , "http://www.teiser.gr/" , "teiser.gr" , "Greece" 
"Technological Education Institute of Thessaloniki" , "http://www.teithe.gr/" , "teithe.gr" , "Greece" 
"University of Athens" , "http://www.uoa.gr/" , "uoa.gr" , "Greece" 
"University of Central Greece" , "http://www.ucg.gr/" , "ucg.gr" , "Greece" 
"University of Crete" , "http://www.uoc.gr/" , "uoc.gr" , "Greece" 
"University of Indianapolis in Athens" , "http://www.uindy.edu.gr/" , "uindy.edu.gr" , "Greece" 
"University of Ioannina" , "http://www.uoi.gr/" , "uoi.gr" , "Greece" 
"University of LaVerne in Athens" , "http://www.laverne.edu.gr/" , "laverne.edu.gr" , "Greece" 
